38.442,0,1.2305,1.2305,0.35156
86.561,0,1.2305,1.2305,0.35156
134.38,0,1.2305,1.2305,0.35156
182.31,0,1.2305,1.2305,0.35156
230.65,0.087891,1.2305,1.2305,0.35156
277.82,0,1.2305,1.2305,0.35156
325.77,0,1.2305,1.2305,0.35156
373.78,0.17578,1.2305,1.2305,0.35156
422.2,0.26367,1.2305,1.2305,0.35156
470.16,0.43945,1.2305,1.2305,0.35156
518.31,0.61523,1.2305,1.2305,0.35156
565.99,0.79102,1.2305,1.2305,0.35156
613.83,0.87891,1.2305,1.2305,0.35156
661.92,1.2305,1.2305,1.2305,0.35156
709.89,1.4062,1.2305,1.2305,0.35156
757.75,1.582,1.2305,1.2305,0.35156
805.73,1.8457,1.2305,1.2305,0.35156
853.73,2.1973,1.2305,1.2305,0.35156
901.78,2.4609,1.2305,1.2305,0.35156
949.69,2.8125,1.2305,1.2305,0.35156
997.71,3.0762,1.2305,1.2305,0.35156
1045.7,3.4277,1.2305,1.2305,0.35156
1093.8,3.8672,1.2305,1.2305,0.35156
1141.7,4.2188,1.2305,1.2305,0.35156
1189.7,4.5703,1.2305,1.2305,0.35156
1237.7,4.9219,1.2305,1.2305,0.35156
1285.7,5.4492,1.2305,1.2305,0.35156
1333.7,5.8887,1.2305,1.2305,0.35156
1381.7,6.3281,1.2305,1.2305,0.35156
1429.7,6.8555,1.2305,1.2305,0.35156
1477.7,7.3828,1.2305,1.2305,0.35156
1525.7,7.8223,1.2305,1.2305,0.35156
1573.6,8.5254,1.2305,1.2305,0.35156
1621.7,9.0527,1.2305,1.2305,0.35156
1669.7,9.668,1.2305,1.2305,0.35156
1717.7,10.195,1.2305,1.2305,0.35156
1765.9,10.811,1.2305,1.2305,0.35156
1813.8,11.514,1.2305,1.2305,0.35156
1861.7,12.129,1.2305,1.2305,0.35156
1909.7,12.744,1.2305,1.2305,0.35156
1957.7,13.359,1.2305,1.2305,0.35156
2005.7,13.975,1.2305,1.2305,0.35156
2053.7,14.678,1.2305,1.2305,0.35156
2101.7,15.293,1.2305,1.2305,0.35156
2149.7,15.996,1.2305,1.2305,0.35156
2197.7,16.611,1.2305,1.2305,0.35156
2245.7,17.139,1.2305,1.2305,0.35156
2293.7,17.842,1.2305,1.2305,0.35156
2342.3,18.457,1.2305,1.2305,0.35156
2389.7,19.16,1.2305,1.2305,0.35156
2437.7,19.775,1.2305,1.2305,0.35156
2485.6,20.391,1.2305,1.2305,0.35156
2533.6,21.094,1.2305,1.2305,0.35156
2581.7,21.709,1.2305,1.2305,0.35156
2629.7,22.324,1.2305,1.2305,0.35156
2677.6,22.939,1.2305,1.2305,0.35156
2725.7,23.555,1.2305,1.2305,0.35156
2773.7,24.258,1.2305,1.2305,0.35156
2821.6,24.873,1.2305,1.2305,0.35156
2869.6,25.488,1.2305,1.2305,0.35156
2917.6,26.104,1.2305,1.2305,0.35156
2965.6,26.895,1.2305,1.2305,0.35156
3013.5,27.422,1.2305,1.2305,0.35156
3061.6,28.125,1.2305,1.2305,0.35156
3109.6,28.74,1.2305,1.2305,0.35156
3157.6,29.355,1.2305,1.2305,0.35156
3205.6,29.971,1.2305,1.2305,0.35156
3253.6,30.674,1.2305,1.2305,0.35156
3301.6,31.377,1.2305,1.2305,0.35156
3349.8,31.904,1.2305,1.2305,0.35156
3397.6,32.607,1.2305,1.2305,0.35156
3445.6,33.223,1.2305,1.2305,0.35156
3493.6,33.838,1.2305,1.2305,0.35156
3541.6,34.453,1.2305,1.2305,0.35156
3589.6,35.068,1.2305,1.2305,0.35156
3637.5,35.684,1.2305,1.2305,0.35156
3685.5,36.299,1.2305,1.2305,0.35156
3733.5,36.826,1.2305,1.2305,0.35156
3781.5,37.354,1.2305,1.2305,0.35156
3829.6,37.881,1.2305,1.2305,0.35156
3877.5,38.408,1.2305,1.2305,0.35156
3925.5,38.936,1.2305,1.2305,0.35156
3973.5,39.375,1.2305,1.2305,0.35156
4021.5,39.814,1.2305,1.2305,0.35156
4069.6,40.254,1.2305,1.2305,0.35156
4117.6,40.605,1.2305,1.2305,0.35156
4165.6,40.957,1.2305,1.2305,0.35156
4213.6,41.396,1.2305,1.2305,0.35156
4261.6,41.748,1.2305,1.2305,0.35156
4309.6,42.012,1.2305,1.2305,0.35156
4357.6,42.451,1.2305,1.2305,0.35156
4405.6,42.715,1.2305,1.2305,0.35156
4453.6,42.979,1.2305,1.2305,0.35156
4501.6,43.242,1.2305,1.2305,0.35156
4549.6,43.506,1.2305,1.2305,0.35156
4597.6,43.682,1.2305,1.2305,0.35156
4645.6,43.857,1.2305,1.2305,0.35156
4693.4,44.033,1.2305,1.2305,0.35156
4741.6,44.297,1.2305,1.2305,0.35156
4789.5,44.385,1.2305,1.2305,0.35156
4837.5,44.473,1.2305,1.2305,0.35156
4885.5,44.561,1.2305,1.2305,0.35156
4933.5,44.648,1.2305,1.2305,0.35156
4981.5,44.736,1.2305,1.2305,0.35156
5030.2,44.824,1.2305,1.2305,0.35156
